"student.no","program","stats.exp","stats.anx","expected.grade","cat.dog","aus.animal","height","video.games","introversion2","introversion5","introversion7","introversion8","introversion10","pre.mood","post.mood","support.1","support.2","support.3","support.4","support.5","stress.1","stress.2","stress.3","stress.4","stress.5","sleep1","sleep2","sleep3","sleep4","sleep5","sleep6","navigation1","navigation2","navigation3","navigation4","navigation5","navigation6","navigation7","navigation8","navigation9","navigation10","navigation11","pathogen1","pathogen2","pathogen3","pathogen4","pathogen5","pathogen6","pathogen7","exercise.attitude.1","exercise.attitude.2","exercise.attitude.3","exercise.attitude.4","exercise.attitude.5","exercise.intention.1","exercise.intention.2","exercise.intention.3","exercise.intention.4","exercise.intention.5","exercise.control.1","exercise.control.2","exercise.control.3","exercise.norms.1","exercise.norms.2","exercise.norms.3","exercise.norms.4","exercise.norms.5","exercise.behaviour.1","exercise.behaviour.2","exercise.behaviour.3","exercise.behaviour.4","exercise.behaviour.5","stars.1","stars.2","stars.3","stars.4","stars.5","stars.6","stars.7","stars.8","stars.9","stars.10","stars.11","stars.12","stars.13","stars.14","stars.15","stars.16","stars.17","stars.18","stars.19","stars.20","stars.21","stars.22","stars.23","stars.24","stars.25","stars.26","stars.27","stars.28","stars.29","stars.30","stars.31","stars.32","stars.33","stars.34","stars.35","stars.36","stars.37","stars.38","stars.39","stars.40","stars.41","stars.42","stars.43","stars.44","stars.45","stars.46","stars.47","stars.48","stars.49","stars.50","stars.51","rotation_time","rotation_response","ingroup1","ingroup2","ingroup3","ingroup4","outgroup1","outgroup2","outgroup3","outgroup4"
50499957,"Other Research MSc",5,6,70,"both","koala",163,"Yes",5,5,5,4,5,78,99,1,1,6,5,1,2,3,3,1,1,4,1,5,5,3,4,1,3,5,4,4,5,5,2,5,4,2,6,3,5,6,5,6,6,3,3,3,3,2,3,0,3,3,3,6,5,1,0,0,0,0,0,6,6,0,0,2,5,4,3,4,1,2,4,5,1,5,2,2,3,2,5,3,1,1,5,4,4,2,4,1,3,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,3,3,3,1,4,3,1,1,2,15208.9410000238,"C",3,8,6,6,1,5,3,6
51808296,"Conversion MSc",4,8,80,"both","koala",170,"Yes",4,5,2,3,4,81,86,6,7,6,6,7,2,0,3,2,1,3,5,3,2,5,1,5,6,6,6,5,6,6,3,6,7,6,2,4,2,3,2,3,4,3,2,-2,3,3,3,-2,3,3,3,4,2,0,3,-3,3,2,1,0,5,0,0,2,3,1,4,2,1,1,1,4,1,4,2,1,4,2,4,4,2,1,4,2,4,4,4,2,4,1,1,1,1,1,3,1,1,4,2,4,4,2,4,2,1,1,4,1,4,4,2,4,3,1,3,11625.989,"C",3,7,4,7,2,3,6,6
53403690,"Other Research MSc",5,8,68,"both","platypus",164,"Yes",2,2,2,2,2,62,69,6,6,6,5,6,2,3,3,2,2,5,5,5,5,5,5,5,5,4,3,3,4,5,4,3,2,4,5,0,4,6,5,6,5,0,0,1,1,1,2,0,2,1,2,3,3,3,0,0,0,1,-1,1,4,5,4,4,4,4,4,4,4,4,5,5,1,5,5,2,5,4,5,4,1,4,4,4,4,5,4,2,4,1,1,1,1,1,3,1,2,3,1,2,5,4,2,4,2,1,3,3,2,2,3,4,2,1,4,7638.66000000037,"C",6,7,5,5,2,4,5,4
53954032,"Other Research MSc",4,5,85,"cat","koala",147,"No",2,4,2,2,4,69,71,7,7,7,7,7,1,2,3,2,1,2,1,2,2,3,2,3,5,2,3,5,4,4,2,6,2,6,3,1,4,5,1,0,2,3,2,-3,3,3,3,-3,3,3,3,5,3,5,3,-3,3,0,3,5,6,2,0,6,4,2,1,3,3,1,3,4,1,4,2,1,1,3,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,24081.818,"C",7,6,7,6,5,5,7,7
55683595,"Health MSc",7,4,85,"dog","koala",175,"No",3,2,2,2,3,71,66,7,7,7,6,6,1,1,3,1,1,1,1,2,2,3,4,5,5,2,4,2,1,6,3,5,4,3,3,2,4,6,5,2,4,2,1,1,3,1,1,-2,1,-2,1,4,4,5,-2,-2,1,0,-2,5,5,6,3,1,3,3,4,2,3,2,4,4,3,4,3,3,3,3,4,4,2,3,3,3,2,4,4,2,1,2,2,2,2,1,2,1,1,3,2,2,3,2,3,2,1,2,2,2,3,2,2,3,2,2,2,17651,"B",6,8,7,7,4,5,7,6
57129368,"Conversion MSc",4,4,56,"cat","wombat",163,"No",1,1,2,2,1,50,50,5,6,7,5,6,4,2,3,2,2,2,2,4,4,5,4,5,2,3,3,6,5,6,6,3,6,6,6,4,6,3,4,6,3,3,3,-3,3,3,3,-1,3,3,1,5,4,6,-1,-1,0,1,-1,6,4,3,3,6,5,4,1,4,3,4,5,5,3,5,3,3,3,5,5,2,3,3,2,4,5,5,2,4,4,4,3,3,3,5,4,3,4,4,5,3,5,4,4,5,3,4,5,5,5,4,4,4,5,4,3,29243.6090000022,"A",2,8,8,8,2,8,4,3
57519019,"Conversion MSc",1,8,70,"dog","koala",163,"No",3,3,3,4,2,26,45,7,6,2,1,4,2,2,4,2,4,3,3,1,3,2,3,3,3,2,2,3,2,3,2,6,2,2,0,2,1,2,3,0,2,2,1,-2,2,0,2,1,2,1,0,4,4,3,0,1,1,1,1,6,4,2,1,6,4,3,4,4,4,3,3,4,4,4,4,3,3,3,4,5,4,3,4,4,3,4,3,2,4,2,2,3,2,2,3,3,2,3,2,3,3,3,4,3,1,2,3,3,4,2,3,2,2,2,3,12618.416,"C",4,7,7,5,5,7,4,3
58048280,"Conversion MSc",2,7,53,"dog","koala",182,"No",2,4,4,5,2,50,71,5,6,7,3,5,1,3,2,1,2,2,1,3,3,3,3,7,6,6,7,6,7,5,6,5,5,6,5,0,1,2,3,1,2,3,3,1,2,2,0,-3,1,1,-3,5,6,4,1,-3,-1,1,-3,5,6,4,6,5,4,3,2,4,4,3,4,5,3,4,5,4,3,4,4,1,5,1,2,4,4,3,2,1,4,1,1,1,1,1,4,2,1,3,1,4,2,4,4,1,1,1,3,3,2,4,2,4,1,1,4,8724,"A",4,8,4,7,6,8,8,7
58295269,"Conversion MSc",2,9,70,"cat","koala",152,"Yes",4,4,4,3,4,50,82,7,7,4,4,7,4,4,4,4,3,5,4,4,4,5,4,3,5,3,3,3,5,3,3,3,5,3,6,4,1,5,6,6,6,1,0,-1,1,-1,-1,0,1,1,0,5,2,5,0,0,0,0,0,4,6,3,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,4,5,5,5,3,5,1,1,1,1,1,5,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,5,6071,"C",5,5,5,5,5,5,5,5
60168984,"Conversion MSc",3,7,65,"cat","koala",163,"Yes",2,3,2,2,2,70,82,7,7,5,5,7,1,1,2,2,1,2,1,2,1,2,1,6,7,7,7,7,7,7,6,6,7,6,4,0,2,1,1,0,6,3,3,3,3,1,3,-3,3,3,-3,4,4,4,1,-3,1,3,-3,5,5,6,2,1,3,3,2,2,1,1,4,4,1,4,3,1,3,3,4,1,1,1,1,3,3,4,2,3,3,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,3,1,1,1,8914,"C",7,8,7,8,5,7,8,7
60593351,"Conversion MSc",2,4,82,"both","platypus",167,"Yes",2,2,4,2,3,67,68,7,7,3,1,7,2,2,2,1,0,2,2,3,2,5,3,1,6,5,3,4,4,3,1,3,7,3,5,2,5,1,5,1,6,3,3,1,3,1,2,0,2,3,-2,3,2,2,0,-3,-3,2,-3,0,5,0,2,0,4,2,4,2,1,2,1,4,4,2,2,2,4,2,3,4,1,4,5,2,1,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,10452.171,"B",8,9,6,8,8,8,9,9
62366412,"Conversion MSc",6,6,70,"dog","koala",174,"No",2,2,2,3,2,58,76,7,7,7,7,7,2,1,3,1,1,4,1,3,4,4,4,4,4,4,2,2,3,6,6,5,5,4,6,5,4,5,5,4,6,3,3,-2,3,3,3,1,3,3,3,4,4,5,1,0,2,3,0,2,6,1,2,6,4,3,4,4,3,2,3,4,3,4,2,4,4,2,4,4,2,2,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,16849.326,"C",7,6,6,7,4,6,6,6
65432482,"Other Research MSc",8,2,72,"neither","wombat",5.1,"Yes",3,4,2,4,4,57,78,7,7,3,4,7,1,2,3,2,0,3,3,3,3,3,3,5,5,6,6,6,6,6,3,7,5,6,5,5,4,3,4,1,6,6,6,2,6,5,6,3,7,5,6,2,3,2,5,3,5,3,5,4,0,4,4,5,4,2,4,2,1,1,1,4,2,4,2,1,3,1,4,3,1,2,4,1,3,3,4,1,2,1,1,1,1,3,2,3,1,2,2,2,2,1,3,2,1,1,4,3,1,3,1,3,2,1,1,1949.72399997616,"C",7,6,6,6,3,4,4,7
66706685,"Other Research MSc",5,6,60,"cat","platypus",170,"Yes",3,4,3,3,1,64,71,1,1,3,1,1,4,2,2,4,2,5,4,5,5,5,5,6,7,7,7,7,7,7,6,7,6,7,5,0,2,6,2,6,1,3,1,3,3,3,3,-3,1,1,3,2,1,3,1,-3,1,1,1,5,5,3,0,5,5,5,5,3,3,3,4,5,3,5,4,4,5,2,5,5,1,1,5,3,3,5,5,2,3,2,3,4,1,1,2,1,1,2,5,3,5,5,3,3,1,1,1,1,4,1,3,4,3,3,3,19396.906,"C",4,7,5,6,3,6,4,5
69954626,"Health MSc",6,3,85,"dog","koala",162,"No",1,1,1,2,1,49,62,5,3,3,2,2,2,0,3,1,0,2,1,2,2,3,1,4,3,2,2,4,3,5,6,7,6,2,5,5,5,5,4,6,6,3,3,3,3,3,3,-3,3,1,3,6,6,6,-3,-3,-3,1,-3,6,4,6,6,6,2,4,2,2,1,2,4,2,2,2,1,1,2,1,2,3,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16156.4660000238,"C",9,8,9,8,3,7,8,4
70807804,"Conversion MSc",1,5,61,"dog","koala",173,"Yes",2,1,2,2,1,87,100,6,6,6,6,6,1,1,2,1,1,4,3,2,1,5,1,4,3,3,5,4,3,4,3,3,4,2,5,2,4,5,4,1,4,3,2,1,3,1,2,0,2,2,2,4,3,4,0,0,1,1,0,5,6,5,5,5,4,5,3,3,4,3,3,4,4,4,4,4,5,4,4,3,3,4,3,4,3,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,59464,"C",7,8,8,8,6,8,8,8
71107938,"Conversion MSc",1,7,56,"dog","koala",155,"No",1,2,4,2,4,69,65,7,7,5,5,7,2,1,3,3,2,2,2,2,2,2,2,2,4,3,3,2,5,3,3,2,3,3,5,1,0,4,1,6,6,3,2,3,3,1,1,-3,1,1,1,6,2,6,2,-3,2,2,2,4,5,4,0,4,5,2,2,5,2,4,3,5,1,5,5,5,4,5,5,2,2,1,2,5,4,3,2,2,3,1,1,1,1,1,3,1,2,3,1,4,2,4,3,2,1,1,2,1,1,3,1,2,1,1,4,12091,"C",7,7,7,7,7,7,7,7
73879472,"Health MSc",5,7,76,"both","koala",175,"Yes",2,3,3,2,3,71,100,6,7,7,6,7,2,2,3,2,2,3,2,2,3,4,4,2,5,3,3,4,3,3,4,3,6,3,6,5,4,6,6,6,2,3,1,-1,1,0,1,-1,0,1,0,5,3,2,3,-1,3,3,1,2,5,0,1,2,4,5,4,4,3,4,4,5,4,4,4,4,5,4,4,3,3,4,4,3,3,5,3,2,2,2,2,3,2,1,2,1,2,2,2,4,3,2,2,3,1,2,3,2,4,4,3,4,2,2,3,10060.833,"B",5,7,6,5,2,7,3,8
77012825,"Health MSc",6,3,80,"dog","platypus",168,"Yes",2,2,2,2,3,66,83,7,7,7,7,7,3,4,4,2,3,4,3,3,3,4,4,4,4,5,3,3,2,5,2,3,5,3,5,4,4,5,6,3,5,1,1,-1,1,0,1,-1,1,2,1,4,3,3,-2,-2,-2,0,-2,1,4,4,6,4,1,2,1,2,2,1,2,3,2,2,3,2,2,2,2,1,3,2,1,3,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,3,2,2,1,16340.3830000119,"C",8,8,6,6,4,6,5,5
77422284,"Other Research MSc",5,6,62,"dog","wombat",157,"Yes",2,3,4,2,3,70,100,6,6,6,6,6,1,3,3,3,2,4,4,4,4,4,4,2,6,4,3,3,6,3,2,4,3,3,5,1,3,5,5,5,3,1,1,2,3,0,1,-3,2,2,0,5,4,3,1,-3,1,3,-1,5,6,4,0,0,5,2,1,1,4,2,3,5,1,5,4,4,5,1,5,1,2,1,1,3,3,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,1,1,1,1,2,2,2,1,3,1,1,1,3,5747.336,"B",8,9,8,7,3,8,8,8
78564375,"Conversion MSc",3,7,74,"dog","kangaroo",182,"Yes",2,2,4,1,2,78,55,5,6,6,7,7,2,3,2,3,3,1,2,3,1,3,4,5,2,2,6,2,2,5,3,2,5,3,5,2,2,5,6,4,5,2,2,-1,3,3,3,-1,2,0,1,5,4,4,1,-2,2,2,-1,6,4,1,5,5,2,4,3,3,3,2,4,4,4,5,3,2,5,4,2,2,3,4,2,4,4,3,2,2,5,2,4,4,2,4,3,4,4,3,2,4,4,2,3,4,4,4,3,4,1,2,1,2,2,3,2,17573.814,"C",7,7,8,6,2,6,4,5
80666337,"Conversion MSc",2,5,65,"both","platypus",165,"Yes",2,5,3,3,4,70,88,4,4,6,6,3,2,1,3,1,0,1,2,3,2,2,4,6,6,6,4,4,6,7,6,5,3,5,6,2,2,4,2,5,4,2,0,-2,3,1,-1,-3,3,1,0,3,2,5,1,-2,3,1,2,0,5,2,0,1,2,1,4,2,1,1,3,4,1,3,2,2,4,2,3,2,2,2,2,1,3,2,3,1,3,2,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,2,4,2,1,1,2,1,1,1,16559.3419999996,"C",8,8,8,5,2,5,5,6
82597203,"Conversion MSc",3,4,100,"both","wombat",165,"Yes",3,3,1,2,4,73,100,7,7,7,7,7,2,1,2,1,1,3,2,3,3,4,4,4,6,6,6,4,7,6,6,5,7,6,1,2,2,0,0,6,0,3,3,2,3,1,3,3,3,3,3,6,4,3,-3,3,3,3,-3,0,6,0,0,0,4,4,5,4,4,3,5,4,1,4,3,5,5,3,4,4,1,5,4,3,4,5,5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,12380.1999999993,"C",5,7,6,6,5,5,6,7
83120570,"Health MSc",5,4,70,"both","koala",164,"No",2,3,2,2,4,73,99,6,7,4,4,7,2,2,2,2,2,2,2,2,2,4,4,6,7,7,7,7,6,6,7,6,7,7,3,1,2,5,4,5,0,0,1,0,0,0,0,1,1,1,0,4,4,4,-1,1,-1,1,-1,4,4,4,4,4,2,3,3,2,4,2,3,2,3,2,3,3,3,4,2,3,3,2,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12678,"C",7,7,7,6,3,5,5,5
83858275,"Other Research MSc",7,8,70,"both","wombat",185,"Yes",2,2,2,2,3,67,94,7,7,6,6,6,3,2,2,3,2,4,3,2,4,5,5,2,5,2,4,4,2,5,2,3,3,5,3,1,5,6,4,5,3,2,1,2,1,2,2,2,3,1,3,4,2,3,2,1,1,2,1,3,4,0,0,0,4,4,3,3,4,4,4,5,3,5,3,4,5,2,4,4,4,4,4,4,4,3,3,3,2,3,4,3,2,2,3,1,2,4,2,4,3,4,4,2,3,2,2,3,5,4,3,4,4,3,5,7079.66700002384,"C",6,9,7,6,3,6,5,4
85392908,"Conversion MSc",5,6,75,"dog","koala",183,"Yes",2,4,2,4,3,86,82,7,7,6,6,7,2,1,2,1,0,3,2,2,1,4,2,6,5,7,5,6,7,7,5,6,6,4,4,0,2,3,2,1,3,1,0,1,3,3,-2,0,0,1,-2,2,1,1,-1,1,2,1,-2,2,6,0,5,2,3,1,1,2,2,1,3,4,1,4,1,1,2,2,4,1,1,1,1,3,1,3,1,1,3,1,1,1,1,3,1,1,1,2,1,3,1,3,1,1,1,1,3,3,1,1,2,1,1,1,3,11708.026000003,"C",4,8,8,7,4,3,7,6
85456567,"Other Research MSc",1,5,75,"neither","koala",151,"No",2,2,2,3,2,68,85,6,6,6,6,6,3,3,3,3,3,3,2,3,1,2,2,5,2,4,5,5,2,2,2,3,5,2,6,4,5,3,3,6,3,1,1,-3,3,1,1,-1,0,0,1,2,3,5,-1,-1,1,1,-1,1,3,2,2,5,4,4,3,4,2,3,5,4,4,3,3,3,2,4,4,3,4,2,2,4,4,4,4,1,4,1,1,2,1,1,1,1,1,2,1,3,1,1,5,1,1,1,1,1,1,1,1,3,1,1,3,68311,"C",7,7,8,8,5,5,5,5
85901912,"Conversion MSc",2,7,65,"neither","koala",5.1,"No",3,4,2,2,4,76,63,3,5,6,6,5,3,4,4,4,4,3,3,3,5,4,4,3,1,7,5,4,1,7,3,2,7,5,5,5,6,1,6,5,1,1,-1,3,1,-1,1,-1,1,1,-3,1,0,0,-1,-3,3,3,-3,0,6,0,2,4,3,4,4,3,3,1,3,4,1,2,3,2,5,3,4,4,1,1,5,1,3,3,1,2,1,1,1,1,1,2,1,1,2,1,2,1,3,1,1,1,2,1,1,1,3,4,1,4,1,1,1,11617.53,"B",3,3,3,3,3,3,3,3
87940561,"Other Research MSc",8,1,80,"dog","wombat",156,"Yes",2,2,4,2,4,73,76,5,6,3,1,6,3,3,3,3,3,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6,5,5,6,6,3,5,4,4,5,5,1,5,2,1,2,2,1,1,-2,1,1,2,4,2,3,2,-1,2,3,1,0,5,5,5,2,1,3,1,1,1,2,2,4,4,4,2,2,3,3,4,1,1,2,2,3,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,20288.0569996185,"B",7,8,6,6,3,6,6,3
88889339,"Health MSc",7,4,85,"dog","koala",175,"Yes",4,4,2,2,4,74,94,7,7,7,7,7,2,1,1,1,1,1,2,1,2,2,1,5,6,5,5,3,6,5,6,6,6,3,2,1,2,5,3,5,0,3,2,-2,3,3,1,3,3,3,1,4,4,6,0,3,0,2,0,6,6,0,0,6,3,1,4,3,4,1,3,3,1,4,3,2,4,3,4,2,2,1,4,1,2,4,4,1,2,1,1,1,1,1,1,4,1,1,2,3,2,2,1,2,1,1,4,4,2,3,1,2,1,1,3,15725,"B",6,5,7,7,7,7,7,6
93634891,"Conversion MSc",1,9,50,"cat","kangaroo",175,"No",3,3,4,3,3,18,26,4,4,5,5,4,2,3,4,2,3,2,2,5,4,5,4,5,4,5,4,6,6,5,6,4,6,4,5,1,4,3,4,6,4,3,3,-1,1,-3,1,1,3,1,3,6,0,5,3,3,3,3,3,6,6,4,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,3,5,3,4,5,5,1,2,4,5,2,2,2,2,2,3,5,5,4,1,3,3,5,3,2,1,1,5,3,1,3,2,5,2,1,5,7830,"C",5,5,4,5,5,8,5,3
93956124,"Health MSc",5,9,60,"both","wombat",161,"No",4,2,4,2,2,33,59,6,7,2,3,7,3,4,4,4,4,3,2,2,2,4,2,3,7,6,3,6,6,6,5,3,1,4,4,6,4,3,6,2,6,2,2,0,2,1,1,-3,3,3,-3,4,2,2,-2,-2,1,3,-3,2,0,5,6,6,5,5,5,3,5,4,4,5,1,5,5,5,4,3,4,5,1,5,5,5,4,5,4,1,3,1,1,1,1,1,1,4,1,1,1,4,4,4,2,4,1,1,5,2,1,5,2,3,1,1,3,12912.908,"C",4,8,6,5,4,5,6,9
96315914,"Conversion MSc",5,7,60,"cat","kangaroo",172,"No",1,2,2,1,1,99,99,7,7,7,7,7,1,1,1,1,1,2,2,2,3,3,3,6,6,6,6,6,6,6,5,5,6,5,6,3,6,2,3,2,6,3,3,0,3,3,-3,-1,2,1,-3,6,5,6,-3,-2,3,3,-3,6,6,4,6,6,5,3,3,4,4,3,3,5,1,5,2,2,4,3,5,2,1,3,2,3,4,3,3,2,4,3,3,3,3,1,4,1,3,4,3,4,4,3,4,3,3,3,2,2,3,4,1,5,3,3,3,6615.77700000149,"B",6,8,4,4,3,4,5,5
97605034,"Other Research MSc",3,6,90,"both","wombat",173,"No",5,5,5,5,5,58,57,7,7,7,7,7,4,4,4,3,4,NA,NA,NA,NA,NA,NA,7,7,7,4,7,6,1,4,4,1,6,1,6,4,2,6,6,2,3,0,3,3,0,0,0,0,0,0,5,3,3,0,-3,-3,1,-3,2,6,0,0,2,4,1,3,5,1,1,1,2,1,4,1,1,1,1,2,3,1,1,4,1,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,14527.42,"C",5,5,5,5,5,5,5,5
98011192,"Health MSc",7,6,70,"cat","platypus",172,"No",3,4,3,4,4,58,57,6,6,7,7,6,3,3,3,2,3,1,1,1,2,3,2,4,5,3,4,5,5,5,3,6,5,4,5,1,5,6,3,3,4,3,2,1,3,1,2,0,3,3,-3,3,3,2,3,0,3,3,-3,5,4,5,0,1,3,3,4,2,3,1,3,5,2,4,3,2,4,2,5,4,3,1,5,2,3,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,2,1,1,2,12941.8670001907,"C",5,5,5,6,5,5,5,5
99240857,"Conversion MSc",1,7,65,"both","koala",160,"Yes",2,2,2,2,2,83,100,7,7,6,7,7,2,3,3,2,3,3,2,3,2,4,5,5,5,4,5,5,5,4,4,6,6,5,4,2,3,6,3,4,3,1,1,2,1,0,3,-1,2,1,3,4,3,5,0,-1,0,0,-1,2,6,4,2,4,4,4,5,3,3,3,3,5,4,5,4,4,5,4,4,4,4,5,5,3,4,5,4,3,4,1,2,2,1,1,4,1,2,2,2,3,1,4,4,2,1,1,2,2,2,2,2,4,3,1,2,23656.16,"C",7,8,3,8,1,5,6,6
99602669,"Other Research MSc",4,8,54,"dog","koala",170,"No",4,5,5,5,4,22,55,1,2,1,1,5,2,3,4,2,4,2,2,3,2,2,1,3,3,2,3,4,4,5,3,6,3,4,5,3,4,5,4,0,2,1,1,0,1,-1,1,-1,1,1,1,1,0,0,-1,-3,-1,-1,-1,0,5,0,0,2,4,3,4,3,4,1,5,5,1,5,3,4,3,3,5,3,1,3,4,3,5,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,2,1,1,1,1,1,1,3,21009.0829999993,"C",4,6,7,6,2,6,5,6
