"student.no","program","stats.exp","stats.anx","expected.grade","cat.dog","aus.animal","height","video.games","introversion2","introversion5","introversion7","introversion8","introversion10","pre.mood","post.mood","support.1","support.2","support.3","support.4","support.5","stress.1","stress.2","stress.3","stress.4","stress.5","sleep1","sleep2","sleep3","sleep4","sleep5","sleep6","navigation1","navigation2","navigation3","navigation4","navigation5","navigation6","navigation7","navigation8","navigation9","navigation10","navigation11","pathogen1","pathogen2","pathogen3","pathogen4","pathogen5","pathogen6","pathogen7","exercise.attitude.1","exercise.attitude.2","exercise.attitude.3","exercise.attitude.4","exercise.attitude.5","exercise.intention.1","exercise.intention.2","exercise.intention.3","exercise.intention.4","exercise.intention.5","exercise.control.1","exercise.control.2","exercise.control.3","exercise.norms.1","exercise.norms.2","exercise.norms.3","exercise.norms.4","exercise.norms.5","exercise.behaviour.1","exercise.behaviour.2","exercise.behaviour.3","exercise.behaviour.4","exercise.behaviour.5","stars.1","stars.2","stars.3","stars.4","stars.5","stars.6","stars.7","stars.8","stars.9","stars.10","stars.11","stars.12","stars.13","stars.14","stars.15","stars.16","stars.17","stars.18","stars.19","stars.20","stars.21","stars.22","stars.23","stars.24","stars.25","stars.26","stars.27","stars.28","stars.29","stars.30","stars.31","stars.32","stars.33","stars.34","stars.35","stars.36","stars.37","stars.38","stars.39","stars.40","stars.41","stars.42","stars.43","stars.44","stars.45","stars.46","stars.47","stars.48","stars.49","stars.50","stars.51","rotation_time","rotation_response","ingroup1","ingroup2","ingroup3","ingroup4","outgroup1","outgroup2","outgroup3","outgroup4"
60747754,"Health MSc",6,1,70,"dog","wombat",175,"No",1,2,2,1,2,32,32,7,7,5,3,7,1,0,1,1,0,2,1,2,2,3,3,6,6,6,6,6,6,6,5,6,4,6,4,5,2,2,5,5,6,7,7,1,7,3,2,1,7,7,4,6,6,6,1,1,1,7,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31521,"C",6,8,7,5,4,5,9,4
61831032,"Conversion MSc",1,9,45,"dog","kangaroo",170,"Yes",2,3,2,4,3,66,86,4,5,7,6,5,4,3,3,3,4,4,3,4,4,4,4,4,3,1,2,1,3,1,1,4,4,2,3,2,1,1,3,3,2,5,4,4,6,5,6,4,6,6,4,2,2,3,6,4,7,7,4,0,6,4,3,0,5,5,1,4,4,4,3,5,5,5,4,5,4,5,5,1,3,3,4,5,4,5,4,5,5,1,2,1,1,1,5,1,1,5,3,2,2,5,4,1,3,1,4,1,2,1,3,5,2,1,5,15126.8000000004,"A",5,5,5,5,5,5,5,5
63069344,"Health MSc",7,4,80,"both","kangaroo",157,"No",2,2,2,2,3,74,77,7,7,6,6,7,2,3,3,3,2,4,2,4,4,5,4,6,5,5,6,6,7,6,6,5,6,5,4,1,4,6,5,4,5,5,5,3,6,5,6,2,6,5,6,4,4,3,6,2,5,5,5,2,6,2,1,2,4,3,3,4,2,2,3,4,2,4,3,2,2,3,4,4,3,2,4,2,2,3,4,4,1,2,2,4,2,2,1,1,1,1,1,2,3,2,2,2,1,1,2,2,3,3,3,2,1,1,3,7333.4,"C",4,8,6,8,2,4,7,6
63368903,"Conversion MSc",6,4,55,"dog","koala",164,"No",2,4,4,3,2,91,74,7,7,7,7,7,1,1,2,2,1,3,1,2,2,4,2,5,5,5,5,5,5,5,5,4,4,4,6,3,3,2,6,5,2,7,5,1,7,5,6,4,6,6,6,6,5,5,5,4,5,5,4,4,4,0,0,4,4,3,1,2,4,2,4,4,1,4,4,2,3,3,3,1,1,4,1,3,2,4,1,2,2,1,2,2,2,2,1,1,2,1,1,3,3,1,2,2,2,2,3,3,1,1,1,2,1,2,2,14166.8,"C",5,6,4,6,4,6,6,5
63489618,"Health MSc",6,3,70,"dog","koala",170,"Yes",2,2,2,2,3,70,66,5,7,7,7,6,1,0,2,1,0,2,1,2,1,2,1,3,5,3,2,2,5,3,3,2,6,2,5,0,1,2,3,3,3,6,6,2,7,7,6,1,6,6,1,5,5,6,5,1,4,4,1,5,6,1,0,4,2,4,2,1,2,3,3,3,1,3,4,4,1,2,2,2,2,1,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,8593.99999995232,"C",7,8,7,6,5,7,8,7
64126341,"Health MSc",4,4,70,"cat","platypus",163,"Yes",2,2,3,4,3,60,74,5,6,7,7,6,2,2,3,2,2,1,1,3,2,4,3,5,5,4,4,5,6,6,5,5,4,5,6,2,3,6,4,5,3,6,6,2,7,4,3,2,6,6,3,5,4,4,2,3,6,6,1,2,6,3,0,1,3,2,3,2,2,3,3,3,1,3,3,3,3,2,2,3,3,1,3,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13069.46,"C",7,7,7,7,5,7,6,7
64639518,"Other Research MSc",7,6,85,"cat","wombat",163,"Yes",2,2,3,2,2,65,71,6,6,5,3,6,2,2,3,1,2,2,1,3,3,4,2,3,7,5,5,6,5,4,3,7,6,6,5,3,2,6,3,4,3,5,4,6,6,3,3,1,5,5,3,3,3,3,2,2,6,6,2,3,6,2,2,4,4,3,5,2,3,2,5,3,1,4,3,2,3,2,4,5,1,1,4,3,2,1,4,2,3,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,3,2,1,3,10583,"C",7,8,5,7,4,7,7,7
65073078,"Other Research MSc",7,3,70,"both","wombat",160,"Yes",2,4,2,1,4,75,82,6,6,5,5,6,3,2,2,1,2,1,1,2,2,3,3,5,5,3,3,3,6,5,6,3,2,7,5,3,5,6,5,6,6,6,4,6,7,4,4,2,6,6,2,4,4,4,1,1,4,7,1,0,5,2,0,2,3,3,4,3,2,3,4,5,2,5,3,4,4,3,4,4,2,4,4,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,2,1,3,1,1,2,16698.3000001907,"A",6,7,2,6,3,6,6,6
65433858,"Conversion MSc",2,8,69,"neither","koala",160,"Yes",2,2,1,2,3,65,64,4,5,4,4,6,2,2,2,2,2,2,2,3,3,2,2,5,5,5,6,6,6,5,5,6,5,6,5,3,6,4,6,3,4,6,4,5,5,3,4,3,6,4,5,2,3,2,2,2,6,4,2,2,2,1,2,3,5,4,4,3,5,5,4,5,4,4,3,4,5,4,3,4,3,4,3,3,2,5,3,3,4,2,3,3,2,2,1,1,3,2,2,2,3,2,4,3,2,2,2,3,4,3,2,4,3,2,4,5904,"B",3,5,6,5,2,2,3,3
65805378,"Other Research MSc",6,8,63,"dog","koala",172,"No",3,3,4,3,4,72,78,5,5,7,6,4,2,2,3,2,3,4,3,4,5,5,3,6,6,6,5,5,6,6,4,7,6,5,5,2,5,2,4,3,3,5,3,3,4,3,4,5,5,5,5,2,2,4,5,6,6,6,5,0,4,0,0,5,5,5,2,3,3,4,5,5,2,3,4,3,3,3,3,2,1,1,3,3,4,2,3,4,3,3,3,4,3,1,2,2,3,1,3,3,3,4,2,4,3,4,1,3,2,1,3,2,3,4,5,21290.9000000477,"C",7,6,7,7,4,7,8,6
67558346,"Health MSc",5,5,70,"dog","kangaroo",182.88,"Yes",1,2,2,2,3,72,74,4,6,4,2,5,0,1,1,1,1,4,3,2,2,3,2,6,5,5,6,5,5,6,4,6,6,5,4,0,1,5,3,4,1,6,6,1,7,5,6,4,6,6,6,4,3,4,4,6,6,5,4,2,5,0,0,3,4,2,3,3,4,4,3,4,1,2,3,2,3,3,2,2,1,2,2,3,1,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,3,4,1,1,2,1,1,2,8090,"A",7,7,6,8,6,7,6,7
68175647,"Conversion MSc",4,4,52,"dog","platypus",173,"No",4,4,3,4,5,99,100,7,7,6,4,6,0,0,1,0,0,2,1,1,1,2,1,7,4,3,2,4,3,1,2,6,7,4,4,1,1,4,5,6,3,7,7,4,6,6,4,1,4,1,1,6,6,6,2,1,2,2,2,6,6,6,2,6,4,3,3,4,3,3,3,5,3,5,4,4,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,3,2,2,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,13461.799999997,"A",5,5,5,5,5,5,5,5
69072228,"Conversion MSc",7,2,72,"dog","koala",162,"No",2,2,2,2,1,79,35,1,1,1,1,1,2,3,3,3,0,2,2,1,1,5,1,7,6,6,6,7,7,6,7,6,7,6,5,5,5,4,4,5,5,7,5,2,7,7,4,3,5,5,5,5,5,6,5,5,5,5,5,3,6,4,0,4,3,2,1,2,1,3,2,3,1,3,2,1,4,2,2,1,3,5,2,3,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,32007,"B",6,8,5,8,7,7,8,5
69690872,"Other Research MSc",7,5,68,"both","wombat",170,"Yes",2,3,3,2,4,85,100,7,7,5,5,7,2,2,3,3,2,4,1,5,5,5,5,4,5,3,5,4,5,6,4,3,3,4,5,0,3,2,3,4,5,4,7,7,7,7,7,2,7,5,7,6,1,5,4,6,6,6,3,2,2,3,0,2,5,4,2,3,2,4,5,5,1,5,3,3,5,3,4,2,3,3,5,4,5,5,5,3,3,2,1,3,2,1,5,1,2,3,3,2,4,4,4,2,1,1,5,1,3,3,5,5,1,1,3,3821,"B",8,7,4,7,4,4,7,7
70352861,"Conversion MSc",5,3,55,"cat","wombat",182.8,"No",2,2,4,2,3,58,74,6,6,6,6,6,2,3,4,2,2,3,2,4,3,4,4,6,6,5,6,5,6,6,6,6,5,6,4,4,2,3,2,4,3,7,7,7,7,7,5,3,4,7,1,6,6,6,4,4,4,7,1,0,6,6,6,0,2,1,2,1,1,1,1,3,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10884.3,"C",6,6,4,6,5,6,6,6
73147867,"Health MSc",6,4,65,"dog","kangaroo",170,"No",1,2,2,2,2,93,87,6,7,7,7,7,2,1,2,1,0,2,2,2,2,2,3,6,5,6,6,4,6,7,5,6,6,5,5,2,5,1,6,3,6,7,5,3,7,5,6,3,7,7,5,5,4,5,6,3,6,7,1,2,6,0,0,0,4,1,2,2,1,2,4,5,3,5,4,4,5,4,4,1,1,2,2,3,1,4,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,3,1,1,1,1,2,4667.79999999851,"A",8,8,7,8,3,7,6,8
73848476,"Conversion MSc",5,8,90,"both","wombat",168,"Yes",2,4,4,3,4,68,74,6,7,6,5,7,3,2,4,2,3,4,2,5,3,4,4,3,1,2,1,1,1,1,1,3,1,5,5,2,4,6,4,6,0,7,6,7,7,4,6,1,6,7,1,4,4,4,1,1,1,7,1,5,6,0,0,2,4,5,5,4,5,1,4,5,1,5,2,4,4,4,4,5,3,4,4,3,3,4,2,2,5,1,1,1,1,1,5,1,1,3,1,2,4,3,5,3,1,1,3,1,1,2,3,5,1,1,4,13866.7,"C",7,8,8,8,8,8,8,8
74705128,"Conversion MSc",5,8,60,"dog","kangaroo",5.5,"No",2,1,2,3,2,74,77,2,3,7,7,6,3,3,2,1,2,1,4,4,4,1,2,7,6,4,5,6,6,6,5,6,5,6,6,1,0,0,3,1,0,7,7,1,6,7,6,3,6,4,5,4,3,5,4,3,4,6,2,0,5,6,4,0,4,3,3,4,3,3,4,4,3,5,2,4,4,4,4,4,5,4,1,2,4,2,1,3,4,1,2,2,4,2,1,2,4,2,4,2,4,2,4,2,2,3,5,4,3,4,3,4,3,4,3,35444.8999999996,"C",3,7,4,6,3,5,4,5
76004930,"Health MSc",6,4,92,"dog","koala",173,"No",2,2,2,2,3,87,83,5,5,6,6,5,1,0,3,1,0,1,1,3,3,4,3,6,6,5,4,4,7,6,5,5,7,5,5,2,0,1,3,6,5,7,7,1,7,6,1,1,7,7,1,5,3,3,7,7,7,7,7,4,6,4,4,4,3,2,2,1,1,2,2,3,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30216.4,"C",5,5,5,5,5,5,5,5
76825050,"Conversion MSc",1,9,70,"neither","wombat",157,"No",1,2,1,3,3,26,58,4,4,3,2,4,4,4,4,4,2,4,5,5,5,5,5,5,5,6,6,4,5,6,1,5,6,4,5,5,3,5,6,2,0,6,5,7,4,4,6,5,6,6,7,3,0,2,7,7,7,7,7,0,3,0,0,0,4,5,5,4,4,3,5,5,4,5,4,5,5,5,5,5,5,5,5,5,2,1,1,3,5,5,1,1,1,1,3,1,2,4,1,3,5,5,5,1,1,1,3,2,5,4,4,5,1,3,4,13135.6999999881,"C",5,5,6,5,5,5,5,6
77505972,"Conversion MSc",1,7,60,"cat","echidna",174,"No",2,3,4,3,3,58,63,5,3,3,2,5,4,3,4,3,2,2,2,2,2,2,2,6,5,3,3,3,3,3,2,5,3,2,3,4,3,1,4,2,4,7,7,2,6,6,4,1,4,6,5,6,4,5,1,1,1,1,1,0,5,0,0,5,3,4,5,4,4,2,4,5,2,5,4,5,4,3,5,4,2,1,4,3,3,5,4,2,3,1,1,3,2,2,2,2,2,2,2,3,3,4,3,3,2,3,3,3,2,3,2,2,2,2,4,6457.22,"A",5,7,5,5,5,6,6,5
78085811,"Health MSc",5,5,83,"neither","platypus",180,"No",2,3,2,2,4,99,97,6,6,6,5,6,1,2,2,1,0,4,1,2,2,2,3,5,5,7,7,6,6,6,5,4,7,7,6,1,3,0,3,0,6,4,6,2,5,5,7,5,7,3,6,6,4,3,4,6,6,4,4,0,5,4,0,5,3,4,2,3,1,1,3,4,1,4,4,4,2,2,3,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,1,1,1,1,1,2,8699,"B",7,9,5,7,3,7,7,2
80234278,"Conversion MSc",6,3,92,"both","platypus",182,"Yes",1,1,1,1,3,74,74,7,7,6,7,7,2,2,3,4,1,4,4,3,5,5,5,6,7,6,6,6,6,6,4,6,7,6,6,1,1,6,1,6,1,7,7,7,7,7,7,7,7,7,7,5,5,6,6,7,7,7,7,6,6,2,2,6,3,3,1,4,3,3,4,4,1,1,3,2,3,2,2,2,2,4,1,3,1,4,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,6426.6,"B",9,9,9,9,8,9,9,9
80924984,"Health MSc",7,6,75,"cat","echidna",162,"No",2,4,2,2,4,30,72,6,6,5,5,6,3,3,4,3,2,2,2,4,4,5,5,7,3,2,2,2,3,3,3,2,5,5,5,4,5,6,4,3,5,7,7,5,7,6,7,3,6,6,7,4,4,4,7,2,7,7,7,5,6,6,5,5,3,2,4,3,3,2,4,5,3,5,4,3,4,2,5,4,4,3,4,3,3,4,3,3,3,2,1,2,1,1,2,1,1,2,1,2,3,2,3,1,1,1,3,2,3,2,2,4,1,1,1,14098.8000000238,"A",7,7,7,7,4,6,7,7
83664395,"Other Research MSc",6,6,80,"both","wombat",172,"Yes",2,4,3,2,2,73,81,7,7,7,7,7,2,2,2,2,2,2,1,2,2,3,3,6,7,6,5,5,7,2,6,3,7,6,3,2,1,1,5,1,5,7,5,4,6,6,5,2,5,7,1,5,3,3,4,2,4,7,1,0,6,0,0,4,3,2,3,3,2,2,4,5,1,5,3,5,2,5,4,2,1,5,2,3,4,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,14912.28,"C",3,8,3,7,2,6,8,7
84626152,"Health MSc",6,7,100,"dog","koala",154.9,"Yes",1,1,1,1,1,100,100,6,6,7,7,7,3,4,4,3,4,2,1,4,4,4,2,3,5,6,5,6,6,6,4,6,7,3,5,4,2,6,5,3,6,7,7,2,7,7,7,7,7,7,7,3,4,5,7,7,7,7,7,5,6,3,2,5,4,2,1,2,2,1,4,3,1,5,3,2,4,3,5,1,4,1,1,1,1,3,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,20266.8,"A",7,5,4,2,1,6,7,4
84642280,"Conversion MSc",5,3,65,"dog","platypus",180,"Yes",2,3,2,3,2,71,100,5,5,6,6,5,3,2,3,2,2,2,2,2,3,4,2,4,5,2,2,2,4,4,3,5,5,3,4,2,2,4,3,4,4,6,5,3,5,4,5,5,5,5,5,4,4,3,6,6,6,6,6,1,5,1,1,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,4,4,3,3,3,3,4,4,3,2,2,2,2,1,1,1,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,17083,"C",6,6,6,5,4,6,5,5
84916402,"Conversion MSc",2,7,86,"dog","koala",157.5,"Yes",3,3,3,4,3,56,58,3,7,7,7,4,3,4,3,4,2,4,4,5,4,3,1,4,6,7,4,4,6,7,3,5,6,4,3,0,0,6,4,3,5,7,7,7,7,7,7,3,7,7,7,3,3,4,7,7,7,7,7,5,6,5,3,6,3,5,4,4,4,4,5,5,5,5,5,2,5,5,3,5,5,5,3,5,5,5,5,4,5,5,5,4,2,1,4,1,5,3,3,4,4,5,5,3,4,3,4,3,3,4,3,4,3,4,4,26919,"C",5,5,5,5,5,5,5,5
86709313,"Conversion MSc",4,8,50,"both","wombat",156,"No",4,4,2,4,4,42,57,5,6,4,5,6,2,3,3,2,3,3,2,3,3,4,4,5,5,3,4,3,5,5,4,5,5,3,5,0,1,3,5,6,2,3,2,4,3,2,4,3,5,5,4,4,2,2,2,2,5,5,2,0,4,0,0,1,4,4,3,3,2,4,3,5,3,2,4,2,5,4,5,3,2,3,2,3,4,4,3,4,5,4,2,2,2,4,4,3,2,4,3,4,3,3,4,3,2,2,4,2,3,3,2,4,2,3,2,31950.2,"C",7,8,7,3,4,4,5,5
86930011,"Health MSc",5,3,70,"dog","kangaroo",179,"Yes",2,2,2,4,4,71,76,5,6,5,5,6,2,2,2,2,1,2,1,3,2,4,4,6,6,6,6,6,5,3,3,5,5,5,5,3,5,2,6,5,4,5,6,1,6,6,7,7,7,7,7,5,4,4,4,4,4,4,4,6,5,0,4,4,4,4,2,3,3,2,5,2,1,1,3,3,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34750.1,"C",6,6,6,6,3,3,5,6
87196511,"Health MSc",7,4,70,"dog","koala",165,"Yes",2,2,2,2,4,41,42,7,6,7,6,7,4,3,4,4,2,4,2,4,3,5,5,5,5,2,2,2,3,5,2,3,2,5,3,3,4,2,5,5,4,7,7,2,7,6,6,4,6,7,5,5,4,6,4,4,6,7,2,5,6,1,0,5,4,4,2,4,2,1,4,4,3,5,4,3,4,3,4,2,2,2,4,3,1,2,2,3,2,1,1,1,1,1,2,1,1,1,1,2,3,1,2,2,1,1,1,1,3,1,1,2,1,1,3,24834.5,"B",5,6,4,5,2,4,5,5
87416420,"Other Research MSc",3,6,71,"both","koala",167,"No",2,2,2,1,4,66,79,6,6,5,6,6,2,2,3,1,1,2,2,4,1,5,4,5,3,2,5,3,5,5,1,6,3,3,2,0,1,0,4,6,1,7,6,3,6,5,7,7,7,7,7,5,4,6,5,5,5,5,4,6,5,4,0,0,4,4,3,3,2,2,4,5,1,4,2,4,5,1,4,2,5,2,1,4,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,3,1,1,4,1,1,4,11867.2999999881,"A",4,7,4,6,3,6,3,7
90568958,"Health MSc",5,6,62,"both","wombat",175,"Yes",2,2,2,1,3,73,87,7,7,7,7,7,2,2,2,1,1,1,1,2,2,5,3,4,5,5,4,4,5,5,5,4,3,4,4,2,1,4,4,5,3,6,4,3,6,5,6,2,6,6,6,4,4,5,3,2,4,5,3,3,4,0,0,3,3,2,1,4,4,2,3,4,2,4,3,3,2,2,3,1,1,2,2,2,3,3,1,2,2,3,1,2,1,1,3,2,2,1,1,2,3,3,1,2,1,1,3,1,2,2,3,3,1,1,3,8571,"C",6,8,6,6,3,6,5,5
95170238,"Conversion MSc",1,5,60,"dog","kangaroo",170,"Yes",3,4,4,2,2,71,73,6,7,6,6,7,2,3,4,3,4,3,3,5,4,5,4,5,6,6,5,6,6,5,5,5,7,6,5,0,2,6,3,6,0,5,3,4,6,5,1,1,1,1,1,1,2,5,2,1,4,4,2,0,0,0,0,3,5,3,2,2,1,1,3,4,1,4,2,2,1,2,3,1,1,1,1,1,3,5,1,3,3,3,2,2,1,2,2,1,3,4,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,36464.5,"C",2,7,2,7,4,3,8,8
98097052,"Other Research MSc",6,2,78,"dog","wombat",165,"Yes",4,4,4,2,4,68,80,6,6,6,6,6,2,1,2,1,1,5,1,5,5,5,5,3,2,3,2,2,3,3,1,5,5,2,5,3,4,2,4,1,6,6,6,7,6,4,2,2,2,2,2,4,2,3,2,2,2,2,2,2,1,2,0,0,4,2,1,1,1,1,3,4,3,5,1,1,4,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,13720.5,"C",4,6,8,7,1,6,7,5
99261943,"Conversion MSc",1,9,100,"dog","platypus",186,"Yes",2,2,2,2,2,74,70,4,4,6,5,5,2,3,3,2,2,2,1,1,2,3,3,7,7,6,5,6,7,6,3,6,6,5,5,4,3,3,4,3,6,7,7,7,7,5,7,7,7,7,7,5,4,2,7,7,7,7,7,4,4,2,2,4,5,3,4,4,1,2,3,5,2,4,2,3,2,3,5,3,4,5,2,2,4,4,2,2,3,3,2,3,2,1,4,1,2,3,1,3,4,3,1,5,1,1,3,2,1,1,1,2,2,2,3,26645.699999997,"C",5,5,6,5,5,5,5,5
99751104,"Other Research MSc",7,3,70,"cat","koala",176,"Yes",2,3,3,3,2,74,86,6,6,6,6,6,2,2,3,2,2,1,1,2,2,5,2,5,4,5,4,4,6,4,2,7,2,4,5,2,4,4,6,6,0,4,6,1,5,4,5,1,4,7,6,4,2,1,6,1,3,6,7,0,4,0,0,5,2,3,3,2,3,2,3,3,2,3,2,1,3,1,3,3,3,1,3,2,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,12623.5000000011,"B",7,8,7,7,4,7,7,7
