"student.no","program","stats.exp","stats.anx","expected.grade","cat.dog","aus.animal","height","video.games","pathogen1","pathogen2","pathogen3","pathogen4","pathogen5","pathogen6","pathogen7","introversion1","introversion2","introversion3","introversion4","introversion5","introversion6","introversion7","introversion8","introversion9","introversion10","introversion11","introversion12","introversion13","introversion14","introversion15","introversion16","introversion17","introversion18","pre.drink","post.drink","exercise.attitude.1","exercise.attitude.2","exercise.attitude.3","exercise.attitude.4","exercise.attitude.5","exercise.attitude.6","exercise.attitude.7","exercise.attitude.8","exercise.attitude.9","exercise.attitude.10","exercise.attitude.11","exercise.attitude.12","exercise.attitude.13","exercise.attitude.14","exercise.attitude.15","exercise.attitude.16","exercise.attitude.17","exercise.attitude.18","exercise.attitude.19","exercise.intention.1","exercise.intention.2","exercise.intention.3","exercise.intention.4","exercise.intention.5","exercise.intention.6","exercise.intention.7","exercise.intention.8","exercise.intention.9","exercise.intention.10","exercise.intention.11","exercise.control.1","exercise.control.2","exercise.control.3","exercise.norms.1","exercise.norms.2","exercise.norms.3","exercise.norms.4","exercise.norms.5","exercise.norms.6","exercise.behaviour.1","exercise.behaviour.2","exercise.behaviour.3","exercise.behaviour.4","exercise.behaviour.5","exercise.behaviour.6","exercise.behaviour.7","exercise.behaviour.8","exercise.behaviour.9","exercise.behaviour.10","exercise.behaviour.11","support.1","support.2","support.3","support.4","support.5","support.6","support.7","support.8","support.9","support.10","support.11","support.12","stress.1","stress.2","stress.3","stress.4","stress.5","stress.6","stress.7","stress.8","stress.9","stress.10","stress.11","stress.12","stress.13","stress.14","stars.1","stars.2","stars.3","stars.4","stars.5","stars.6","stars.7","stars.8","stars.9","stars.10","stars.11","stars.12","stars.13","stars.14","stars.15","stars.16","stars.17","stars.18","stars.19","stars.20","stars.21","stars.22","stars.23","stars.24","stars.25","stars.26","stars.27","stars.28","stars.29","stars.30","stars.31","stars.32","stars.33","stars.34","stars.35","stars.36","stars.37","stars.38","stars.39","stars.40","stars.41","stars.42","stars.43","stars.44","stars.45","stars.46","stars.47","stars.48","stars.49","stars.50","stars.51","male1","male2","male3","female1","female2","female3"
40075030,"Conversion MSc","1","7","60","both","koala","175","No","5","3","5","4","4","5","2","5","3","5","4","2","5","2","2","4","1","3","2","1","2","4","2","4","1","","0","1","1","1","1","0","-1","2","1","1","1","1","1","1","2","2","0","0","1","0","1","0","1","1","1","1","-3","1","2","-1","-2","3","3","2","1","1","0","2","2","2","2","0","0","0","0","2","4","0","0","4","6","6","6","5","4","5","5","5","1","7","7","3","7","1","3","3","3","2","1","1","3","2","2","1","2","2","3","4","3","4","2","3","2","4","4","1","5","3","4","4","5","5","3","1","2","3","3","3","4","4","2","4","2","1","2","2","2","1","2","2","1","1","4","1","3","1","1","1","1","3","4","1","1","1","2","2","1","1","4","5","4","4","5","6"
40231069,"Conversion MSc","3","1","70","both","kangaroo","177","Yes","5","0","2","5","4","0","5","3","4","4","4","2","2","3","4","2","4","4","4","2","3","4","2","5","2","12","12","2","1","0","3","1","-2","3","2","3","3","-1","3","1","3","1","1","0","1","2","3","1","3","3","1","3","0","3","2","1","3","5","3","2","2","2","-1","1","2","1","6","4","3","0","0","0","3","6","1","5","4","7","7","7","7","7","7","7","7","7","7","7","7","0","1","2","3","3","2","4","2","3","3","2","4","2","1","1","1","1","1","1","1","1","3","1","3","1","1","2","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","5","5","5","5","5"
40687863,"Conversion MSc","1","8","50","dog","koala","163","No","3","2","5","0","5","3","6","3","4","3","2","3","3","3","2","2","2","3","5","2","3","1","3","4","2","8","12","1","1","-1","2","0","0","2","2","2","0","2","3","1","3","2","0","3","-1","2","0","2","2","2","2","2","-3","1","0","2","0","6","6","4","-1","-1","0","-1","1","2","5","6","5","0","6","0","4","2","2","6","6","7","7","6","6","6","7","7","4","7","7","6","7","2","2","3","3","3","2","2","2","2","2","3","4","3","1","5","3","3","4","3","4","5","5","1","5","4","3","4","4","5","4","3","4","2","4","5","5","1","5","5","4","3","3","3","1","5","1","3","5","1","5","3","4","4","4","3","2","3","4","3","3","3","5","3","3","3","5","5","5","5","5","5"
42109445,"Other Research MSc","5","8","65","cat","wombat","180","Yes","4","2","3","4","2","3","4","2","4","3","2","4","2","4","4","3","4","4","4","2","4","4","4","3","4","12","12","1","1","0","2","0","0","2","1","1","1","1","2","1","1","1","0","1","0","1","2","1","2","2","1","2","0","2","2","1","2","4","2","2","0","1","1","1","1","1","4","4","5","4","4","4","4","2","3","5","6","6","6","7","7","6","7","6","7","6","6","7","7","2","1","3","3","3","3","3","2","3","3","4","3","3","2","3","2","2","2","3","1","2","4","2","4","3","2","4","2","4","2","2","2","3","2","1","4","2","2","2","2","2","2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","2","2","3","2","2","2","2","2","2","5","5","5","5","5","5"
43290558,"Conversion MSc","3","7","30","dog","koala","160","Yes","4","4","4","6","6","6","6","3","4","1","4","3","2","3","1","4","4","2","2","3","4","2","4","3","2","5","7","3","-3","1","0","-1","-2","-3","-2","-2","0","-1","-1","0","1","-1","-3","-1","-1","-1","2","-1","1","-1","2","-1","-3","1","1","1","2","0","1","2","-3","-1","-1","1","0","1","3","0","6","0","0","0","0","0","0","2","3","7","5","2","1","4","7","4","1","7","7","3","7","1","3","0","2","3","2","3","1","1","2","1","3","3","1","5","4","1","4","2","3","5","5","1","5","4","3","3","3","2","3","2","3","3","4","5","5","3","3","1","3","1","5","1","1","1","1","1","1","3","3","1","1","1","5","1","2","2","3","3","2","2","1","3","1","2","5","4","4","4","5","5"
43322539,"Health MSc","3","9","50","both","kangaroo","14.732","No","6","1","1","6","6","6","6","3","4","5","4","4","5","2","4","4","2","4","4","1","4","5","2","4","2","","","3","3","2","3","3","-1","3","2","3","1","0","3","3","3","2","2","0","2","3","3","1","2","3","0","0","0","3","3","0","3","4","4","4","0","2","0","3","3","3","6","6","2","3","2","3","4","3","4","6","6","6","5","7","6","4","4","5","3","4","5","6","4","2","2","4","3","2","2","2","2","2","2","1","3","3","2","4","5","4","4","4","4","5","5","3","5","5","5","3","2","5","1","1","1","1","5","4","4","1","1","5","2","2","5","3","1","3","1","2","5","5","5","5","4","5","5","1","4","5","4","4","5","3","4","2","2","5","4","5","4","5","5","5"
44297871,"Health MSc","5","4","62","dog","kangaroo","152.4","No","5","4","6","6","4","4","6","3","4","4","2","","4","3","4","3","4","4","4","3","4","5","5","5","3","6","10","1","-1","0","0","-1","1","-1","1","1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","0","1","-2","1","-1","-3","1","-2","0","1","4","0","2","-1","-1","-1","3","-1","3","0","2","0","0","0","0","0","0","2","2","4","7","7","7","7","7","7","7","7","7","7","7","7","3","2","4","2","2","2","3","2","2","2","2","3","3","2","4","4","2","2","3","3","4","5","3","5","3","4","3","3","5","2","3","1","2","4","3","2","2","1","4","1","1","2","1","1","3","1","1","4","3","2","3","4","4","3","1","1","2","1","3","1","1","2","1","1","3","5","6","5","5","5","5"
45314528,"Health MSc","8","1","70","both","koala","165","No","6","0","0","5","4","6","0","4","3","5","2","2","5","4","4","5","2","4","5","5","4","5","2","4","2","0","0","0","0","-3","-3","-3","-2","-3","-3","1","-3","1","0","-3","-3","-2","-1","1","-3","-2","-1","-1","-1","-1","-1","-1","-3","-1","-1","-3","-1","6","0","0","-2","-2","-2","-2","-2","-2","0","1","0","0","1","0","1","0","0","6","6","6","6","5","5","7","7","7","5","7","7","3","6","2","4","1","2","2","1","2","3","1","3","3","4","2","3","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","7","5","4","6","7"
46378938,"Conversion MSc","6","4","75","both","platypus","180","No","6","2","2","5","4","4","6","4","4","4","4","3","4","4","4","4","4","2","5","2","3","4","4","4","3","3","2","3","2","3","3","2","-2","3","2","3","2","1","3","1","3","2","3","0","2","2","2","2","2","3","1","2","-3","2","1","0","2","5","4","4","0","0","0","0","0","0","6","5","0","0","0","0","0","5","5","6","6","6","4","5","5","4","4","4","3","4","2","4","3","3","3","4","2","3","3","2","3","3","3","3","3","3","3","3","","5","3","2","4","3","4","2","2","3","3","2","2","2","4","2","","3","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","4","2","6","5"
48266887,"Other Research MSc","5","6","65","cat","koala","183","Yes","4","1","1","2","1","2","4","4","4","4","4","2","2","1","4","4","2","2","4","1","2","2","1","4","1","18","18","2","-2","1","3","-2","1","1","1","2","-2","2","2","-2","3","-2","-3","2","1","1","3","-1","2","-1","1","-1","-2","1","1","-1","2","4","0","2","1","3","0","3","1","2","0","0","0","0","0","3","3","0","0","6","6","6","7","6","6","7","6","6","7","7","7","7","7","1","2","3","2","3","2","2","2","2","3","2","2","2","1","3","2","4","3","1","1","3","4","1","5","1","2","2","2","5","4","1","1","4","2","2","3","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","5","6","5","4","5","4"
48583639,"Conversion MSc","3","6","75","both","koala","1.60","No","5","1","4","6","4","5","5","4","2","4","2","4","4","3","2","2","2","2","4","2","2","2","2","5","2","6","6","2","0","-2","3","1","-1","3","1","3","2","0","2","3","3","-2","-1","2","1","0","1","2","3","3","0","3","-3","1","2","1","1","4","1","4","-2","1","1","3","3","1","0","0","4","0","4","0","0","0","0","2","6","6","6","7","6","6","6","6","6","6","7","7","5","2","2","4","2","4","2","4","2","3","1","3","4","3","3","4","3","5","4","2","2","5","5","1","4","3","3","3","2","3","5","2","4","3","2","3","4","3","1","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","4","1","3","1","1","1","1","2","2","3","4","1","4","3"
49692639,"Conversion MSc","1","6","65","cat","platypus","160","No","6","1","2","3","3","4","1","4","3","2","5","2","2","2","3","4","2","3","2","1","3","4","2","2","2","2","2","1","-1","-1","1","-1","","-1","1","1","1","1","2","1","1","0","-1","1","0","0","0","1","1","0","1","0","-3","0","1","-1","1","4","2","2","-3","-3","-3","-3","-3","-3","0","0","4","0","0","0","2","4","4","6","5","7","7","7","7","7","7","7","7","7","7","7","7","1","1","3","4","4","4","3","2","4","3","1","3","3","2","4","4","4","4","3","2","5","5","2","5","4","4","4","5","5","3","3","4","3","4","4","3","3","1","3","1","1","1","1","1","3","1","1","2","1","4","2","3","4","2","1","1","3","3","2","2","2","3","1","1","2","4","5","4","7","7","8"
49774957,"Conversion MSc","5","6","80","dog","koala","178","Yes","4","4","2","5","4","5","5","3","2","4","3","2","3","3","3","2","1","2","5","1","2","2","1","4","1","5","5","3","2","-2","3","2","1","3","0","3","3","2","2","2","2","3","2","2","2","2","1","0","2","1","0","2","0","1","0","0","2","6","4","5","1","0","0","2","2","2","6","6","0","0","6","5","6","6","2","6","6","3","4","6","6","5","6","6","6","7","4","5","7","1","3","3","2","2","2","2","3","3","2","1","1","3","2","2","2","3","2","2","1","4","4","1","4","3","3","5","3","3","3","2","2","3","2","2","3","2","1","1","2","1","1","1","1","2","1","2","3","2","4","2","1","2","1","1","2","1","4","1","1","1","4","2","1","1","3","5","4","5","5","5"
49953302,"Health MSc","","4","60","neither","koala","155","Yes","6","0","1","6","3","3","3","4","2","3","4","2","3","2","4","2","4","3","2","1","2","2","4","4","2","0","","1","-2","-2","1","1","-3","1","1","1","-2","1","","1","1","1","-2","-2","1","1","-2","2","2","","-2","2","2","2","1","2","2","2","1","0","1","","1","1","1","1","0","1","0","0","0","0","0","0","1","0","4","3","3","3","5","2","2","2","2","5","2","5","5","4","4","3","1","2","1","1","3","1","1","4","1","1","","2","2","4","3","3","2","5","2","2","2","2","2","4","4","2","2","3","4","2","4","2","4","2","2","4","2","1","3","2","2","4","1","1","4","2","4","2","1","4","2","2","2","2","4","3","2","2","4","2","1","2","6","7","6","4","6","6"
50611001,"Conversion MSc","8","1","88","dog","kangaroo","158","Yes","1","0","2","4","1","4","5","2","5","4","1","5","2","2","3","3","5","4","2","2","4","4","3","2","3","","","3","1","1","3","2","1","3","1","3","2","3","1","3","3","2","0","2","-1","2","2","2","2","2","2","2","-3","2","2","2","2","5","3","5","-1","0","-1","0","3","3","2","5","2","0","6","4","2","1","3","6","6","7","7","3","1","7","7","7","7","7","7","4","7","2","3","1","4","2","2","2","2","4","2","0","3","3","2","3","1","1","1","1","1","1","3","1","3","1","1","3","1","3","1","1","1","1","1","1","2","1","1","1","5","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","5","2","3","5","3"
51125216,"Conversion MSc","3","3","75","dog","koala","167","Yes","3","2","2","3","3","5","5","3","4","3","2","4","4","2","4","4","4","4","4","2","4","4","3","4","2","8","8","2","0","2","2","1","-1","2","2","1","1","0","3","2","1","-1","0","1","1","0","2","0","1","1","0","1","-2","1","0","0","1","4","2","4","-3","-1","-3","1","1","1","2","3","4","0","0","6","0","2","4","6","6","7","7","5","3","7","5","6","5","6","7","6","6","2","2","3","3","3","4","2","2","2","2","2","3","3","2","3","1","1","2","3","2","4","4","1","4","3","2","2","2","3","1","2","2","4","3","1","4","2","1","3","1","1","2","1","1","1","1","2","3","1","3","1","1","3","1","1","1","1","1","3","1","2","2","1","1","2","5","4","3","3","6","6"
51460754,"Conversion MSc","5","1","89","neither","koala","170","Yes","1","0","0","1","1","1","1","3","5","1","3","4","1","5","5","1","3","3","3","3","5","1","3","2","1","","","3","3","-1","3","3","3","0","3","3","3","3","3","3","3","3","3","3","3","3","3","0","3","0","0","0","0","2","0","0","3","6","6","6","-3","-2","-3","-2","-3","-3","6","2","6","0","6","6","2","6","4","6","6","4","4","7","4","4","4","4","7","7","7","7","7","0","4","0","4","4","4","3","0","4","3","0","4","3","0","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","5","5","5","5","5","5"
51601865,"Other Research MSc","4","6","80","cat","wombat","168","Yes","6","2","6","6","5","4","6","5","3","4","4","2","4","1","3","4","3","2","5","2","2","3","2","5","2","4","6","-1","0","-1","1","-2","-2","-2","0","-1","-3","-2","1","-1","1","-2","-2","0","-2","-2","2","-1","1","-1","0","0","0","2","0","0","2","6","1","2","-1","0","-1","1","1","1","1","0","0","0","0","0","0","1","1","0","4","6","6","6","5","6","5","5","5","6","7","6","6","2","3","4","3","1","2","2","3","2","2","3","3","2","3","3","3","5","2","3","1","4","3","1","3","2","3","4","2","3","5","1","1","5","4","3","3","5","3","4","2","1","3","2","1","4","2","2","4","2","3","4","4","5","2","1","1","2","2","3","2","3","5","2","1","3","4","5","5","5","6","6"
53181860,"Health MSc","2","7","65","cat","platypus","166","No","6","3","2","2","4","2","4","3","4","3","4","4","3","4","4","3","3","3","4","2","4","4","3","2","2","14","14","3","2","-1","3","3","-1","3","3","3","3","-1","3","3","3","3","0","-1","3","3","3","1","3","3","0","3","0","2","3","1","3","5","4","4","-1","0","0","0","2","3","1","0","2","1","3","4","1","1","3","2","5","7","6","6","6","6","6","6","6","6","6","6","6","1","4","3","3","3","3","3","2","3","3","1","3","1","2","3","2","1","2","3","1","5","4","1","3","4","1","3","3","2","1","1","1","1","3","2","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","1","1","2","1","1","1","5","5","4","4","3","4"
54101903,"Conversion MSc","1","5","70","both","koala","175","No","6","1","1","3","3","2","6","3","4","5","5","3","5","2","2","5","3","3","5","4","3","5","3","5","2","8","8","1","1","0","2","1","-1","2","1","1","0","1","2","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","1","0","1","1","2","3","-1","-1","1","1","1","1","1","1","1","0","0","5","0","4","4","5","6","7","7","7","5","4","4","4","4","4","7","7","4","2","1","2","2","3","2","4","2","2","3","2","3","4","2","4","3","4","4","3","3","4","5","3","5","4","4","5","3","4","4","3","3","2","3","2","4","1","3","4","1","2","3","2","2","2","1","2","4","2","3","4","1","4","3","1","1","3","3","4","2","3","4","2","1","3","4","6","3","5","6","7"
54117446,"Health MSc","4","3","83","both","kangaroo","157.4","No","5","5","5","5","5","6","6","","4","2","2","4","2","4","2","3","3","4","2","4","4","5","3","2","4","","0","3","3","-3","3","2","-2","3","2","3","3","2","3","3","3","3","3","3","0","2","3","-3","3","3","3","2","-3","3","3","-3","3","6","6","6","-1","-2","0","3","0","3","6","6","0","0","3","0","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","5","7","2","3","2","3","3","4","3","1","2","3","2","3","3","1","4","1","1","1","1","1","2","4","1","5","2","","2","1","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","5","5","1","3","5","3"
54472227,"Health MSc","6","9","67","both","koala","156","Yes","2","3","5","3","4","4","1","3","2","5","3","4","5","2","4","3","4","3","4","2","3","5","3","2","2","15","14","1","-1","1","1","0","0","2","0","2","0","3","1","0","2","0","-1","3","-3","0","3","-2","1","2","-2","2","-2","3","0","-2","2","","3","5","-3","3","-3","3","3","3","1","2","0","1","0","0","0","1","1","1","6","7","7","7","6","7","6","6","5","7","7","7","6","3","3","4","2","2","3","0","2","1","2","4","4","3","3","5","1","2","2","3","1","1","5","4","4","3","2","4","2","5","3","4","3","4","2","4","2","2","1","4","2","1","2","2","1","4","1","1","4","2","2","3","2","4","2","1","1","2","3","3","4","1","3","1","1","3","4","6","4","4","4","6"
54508902,"Health MSc","4","7","50","dog","koala","168","No","5","1","6","4","6","6","6","2","5","1","1","5","1","5","5","1","4","4","4","5","4","2","4","2","4","15","10","3","3","-3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","6","6","6","0","0","0","1","1","2","6","5","6","6","0","6","0","6","5","6","5","6","6","7","7","6","7","7","6","7","6","6","6","1","0","1","3","3","3","3","1","3","3","2","3","3","0","3","2","3","4","4","2","5","5","1","5","4","3","4","4","5","2","2","1","2","4","3","2","1","2","3","3","2","2","2","1","2","1","2","3","2","4","4","4","4","4","2","2","4","2","4","3","2","4","3","2","3","3","6","7","7","8","8"
54809105,"Conversion MSc","1","7","50","dog","kangaroo","162","No","4","3","3","3","4","2","4","3","4","4","2","4","4","3","5","4","4","4","5","4","3","4","3","3","3","","","0","-1","-1","1","0","0","1","0","1","-1","0","2","-1","1","-1","-2","0","0","0","0","-1","-1","-1","-1","-1","-1","0","0","-1","-1","4","3","3","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","4","6","6","6","6","6","5","5","4","5","7","6","6","1","2","2","2","3","2","2","3","2","1","2","3","2","2","3","2","1","4","1","3","1","4","1","4","4","2","3","1","4","2","1","1","2","4","2","4","2","4","4","3","3","3","2","2","3","5","3","3","3","3","2","3","3","3","2","2","2","3","3","1","2","3","2","5","4","5","5","5","5","5","5"
55412951,"Other Research MSc","5","6","50","dog","koala","13.462","No","6","1","6","6","6","3","6","4","4","4","4","3","4","4","4","3","2","3","4","2","4","5","4","2","2","17","14","3","3","-1","3","1","-1","1","1","3","1","-1","3","1","3","3","2","-1","1","3","3","1","3","3","1","3","-2","3","3","0","3","4","4","5","-2","-2","-1","3","2","-1","6","4","6","0","6","0","6","6","4","6","6","7","7","7","7","7","6","6","7","6","7","7","6","2","2","2","2","3","3","3","2","2","2","3","3","3","2","4","3","4","5","4","4","3","5","1","5","4","4","4","4","5","4","1","3","3","3","4","5","3","2","5","1","1","2","1","1","1","1","1","4","1","4","2","5","4","3","2","1","4","1","3","3","1","4","1","1","5","4","4","4","5","6","6"
55504531,"Other Research MSc","6","2","74","dog","koala","155","No","3","1","2","5","3","1","1","3","4","3","4","3","5","4","5","5","4","4","5","4","4","4","3","4","3","10","12","1","2","2","2","2","0","1","3","3","1","1","3","2","2","2","0","2","2","2","2","2","2","2","2","2","-3","2","2","1","2","5","4","5","2","2","1","2","2","2","5","3","5","0","0","4","5","4","0","5","6","7","7","7","7","7","7","7","7","7","7","6","7","2","2","4","3","3","3","2","3","2","2","2","4","3","2","4","1","1","3","2","2","3","5","1","5","2","1","3","2","5","1","1","2","1","2","4","3","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","1","2","1","1","1","1","3","1","1","1","1","1","2","5","5","5","5","5","5"
57146582,"Other Research MSc","4","4","79","both","platypus","1.60","Yes","3","0","4","4","6","2","2","2","4","3","5","2","4","4","5","2","2","3","3","3","3","2","3","5","4","5","10","1","1","-3","3","-1","-3","1","-2","3","3","-2","3","1","3","0","-1","3","1","-2","-3","1","3","3","3","3","0","1","3","2","1","4","3","6","-2","0","-3","3","3","3","0","0","3","0","0","6","4","6","4","6","6","5","3","7","5","3","5","4","4","6","2","4","5","2","2","4","1","3","3","3","2","1","4","3","2","2","2","3","2","2","3","3","2","4","4","2","3","4","4","2","4","4","2","4","3","2","2","2","3","2","3","3","1","1","2","1","1","1","5","1","1","1","1","3","2","2","1","1","2","3","1","1","3","1","3","3","1","3","7","4","2","7","6","3"
57356822,"Conversion MSc","3","4","78","dog","koala","179","Yes","5","1","4","4","3","5","4","3","4","2","4","2","2","4","4","2","1","4","2","1","4","2","3","2","2","0","0","2","1","-3","2","1","1","1","0","2","0","1","3","1","3","1","1","0","0","2","-1","-1","3","1","2","-1","0","0","1","1","3","5","6","0","-3","-3","-3","1","1","1","0","2","0","0","0","0","6","2","3","6","6","6","6","6","6","6","3","3","4","6","7","6","4","1","0","1","3","3","4","3","0","3","3","1","4","3","0","2","2","1","2","1","2","2","2","1","2","4","1","1","4","3","1","1","1","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","4","7","3","4","3","2"
57571951,"Conversion MSc","2","8","60","dog","wombat","162","No","3","0","5","1","2","4","1","1","2","3","4","2","2","3","2","3","2","2","4","1","3","2","2","4","2","0","","2","2","3","2","2","-1","1","0","2","2","1","0","-2","2","2","0","1","0","1","2","0","1","1","0","1","-3","1","1","0","1","4","3","1","-1","1","-1","1","1","1","0","0","0","5","0","0","0","4","6","4","6","1","1","7","7","1","6","6","7","6","1","6","6","3","1","3","1","2","1","1","3","3","1","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","4","3","4","4","3","4","2","2","2","2","1","4","1","2","4","2","4","2","4","3","3","2","2","3","2","4","2","2","3","2","2","4","5","4","3","3","3","3"
57806709,"Other Research MSc","5","6","65","dog","platypus","175","No","2","0","2","2","3","2","4","2","5","5","4","4","4","4","4","3","5","3","4","4","4","5","3","2","4","10","10","2","-1","0","3","2","-1","2","2","1","2","2","3","2","3","0","-3","1","2","0","2","0","2","0","0","1","0","3","1","0","3","4","3","3","-3","-3","-1","1","1","2","4","0","2","0","4","0","4","2","4","5","5","7","7","7","6","7","7","6","5","7","7","6","6","3","2","4","2","2","3","2","2","1","1","3","3","3","2","3","3","4","3","5","2","4","5","2","4","5","5","3","2","2","3","1","3","3","3","2","4","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","6","6","5","4","5","7"
58173141,"Other Research MSc","5","6","75","dog","platypus","157.5","No","5","0","1","6","4","3","2","5","3","2","4","3","2","1","2","3","4","3","5","2","3","5","2","5","2","2","2","2","3","3","3","1","-1","1","-1","3","-1","0","3","1","2","3","0","0","-1","2","3","3","3","-1","1","0","-3","3","-1","-2","3","4","4","2","3","3","1","3","1","3","0","0","0","0","0","0","0","0","0","5","6","3","3","3","2","7","7","7","1","7","6","5","7","2","3","4","3","2","2","2","1","1","2","4","3","3","3","5","3","4","4","2","2","3","5","4","5","2","2","5","3","5","","4","1","4","2","3","4","4","1","4","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","2","1","1","1","1","1","1","3","3","7","5","6","4","7"
59350086,"Other Research MSc","1","9","","cat","wombat","158","No","5","2","1","3","5","5","1","3","2","4","4","3","4","3","2","3","3","2","2","2","2","4","4","4","2","0","0","-3","-3","-3","-1","-3","-1","-3","-1","-3","-1","-3","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","0","0","0","-3","-3","-3","-3","-3","-3","0","0","0","0","0","0","0","0","0","0","1","2","4","6","6","5","4","3","3","6","6","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","",""
59597157,"Health MSc","6","3","70","cat","platypus","172.72","Yes","5","2","4","3","4","0","3","4","4","4","4","2","3","3","2","4","4","4","4","1","3","4","3","3","3","","","2","3","2","2","2","-1","2","2","3","2","-1","2","2","3","2","2","1","2","2","2","-3","2","2","0","2","-3","2","2","-3","2","4","3","5","0","2","-3","2","2","2","4","5","1","2","2","5","0","4","3","5","5","6","6","6","6","6","6","6","7","6","6","6","6","2","1","2","3","3","3","3","3","2","3","3","2","3","1","3","2","2","2","1","1","3","4","3","2","3","2","3","2","4","1","2","2","3","2","2","3","2","1","2","2","2","2","2","2","2","1","1","2","2","4","1","1","3","1","1","1","2","2","2","1","2","1","1","2","1","7","7","4","3","4","3"
60376039,"Conversion MSc","1","7","12","dog","kangaroo","143","No","6","0","2","4","2","6","1","3","4","3","4","2","4","3","4","4","4","3","4","4","3","4","3","2","2","3","3","0","0","0","3","0","0","1","1","1","1","1","1","1","2","1","-2","1","0","1","1","-1","1","1","1","1","1","1","1","-1","1","5","3","3","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","2","0","0","4","6","6","6","5","5","6","6","6","4","6","6","4","6","2","2","3","3","2","2","2","2","1","2","2","2","1","2","5","5","3","3","3","3","3","5","1","5","5","3","5","5","5","2","5","2","3","3","2","2","2","1","5","1","5","1","5","1","5","5","2","5","1","1","5","1","3","2","1","1","3","1","1","1","1","3","5","1","5","5","4","4","2","6","3"
60692046,"Other Research MSc","1","5","70","dog","koala","165","No","1","2","1","1","3","3","3","4","3","2","4","4","4","2","3","4","3","2","4","2","3","3","4","4","2","1","2","3","0","0","3","0","0","1","1","2","2","1","2","2","2","2","-1","1","0","-1","2","-3","3","0","-3","-1","-3","1","-1","","3","5","4","4","-1","1","-1","1","1","1","6","0","5","3","0","4","0","5","0","4","6","6","7","7","7","6","6","6","6","6","7","7","6","2","1","3","2","2","3","2","3","2","2","1","2","3","2","1","1","2","1","1","2","1","3","1","5","1","1","3","1","5","2","1","1","1","1","1","1","2","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","1","1","1","5","5","5","5","5","5"
61765328,"Conversion MSc","7","2","76","dog","koala","180","Yes","5","2","1","3","4","3","1","2","5","4","1","4","4","4","5","2","4","4","2","4","4","3","5","3","4","18","20","3","3","-1","3","2","1","2","1","3","2","2","3","2","3","3","1","2","2","1","1","0","2","2","1","1","-3","1","0","0","2","6","6","6","1","1","0","2","1","2","4","5","4","2","6","6","4","4","4","6","6","7","7","6","6","7","6","6","7","7","7","6","6","1","2","2","2","2","3","3","1","3","3","2","3","3","2","2","2","1","2","2","1","3","3","1","3","1","2","2","1","3","1","1","1","2","2","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","5","6","4","6","6","5"
